"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2019,11,"MQ","Envoy Air","ERI","Erie, PA: Erie International/Tom Ridge Field",2.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,33.00,0.00,0.00,0.00,0.00,33.00,
2019,11,"MQ","Envoy Air","EVV","Evansville, IN: Evansville Regional",58.00,5.00,0.00,0.00,2.18,0.00,2.82,0.00,1.00,155.00,0.00,0.00,53.00,0.00,102.00,
2019,11,"MQ","Envoy Air","EWR","Newark, NJ: Newark Liberty International",26.00,11.00,2.52,0.00,7.60,0.00,0.88,0.00,0.00,473.00,102.00,0.00,316.00,0.00,55.00,
2019,11,"MQ","Envoy Air","EYW","Key West, FL: Key West International",37.00,13.00,4.94,0.00,7.14,0.00,0.92,0.00,0.00,418.00,212.00,0.00,174.00,0.00,32.00,
2019,11,"MQ","Envoy Air","FAR","Fargo, ND: Hector International",133.00,20.00,7.30,1.02,6.49,0.00,5.19,3.00,0.00,765.00,337.00,24.00,219.00,0.00,185.00,
2019,11,"MQ","Envoy Air","FAY","Fayetteville, NC: Fayetteville Regional/Grannis Field",58.00,8.00,3.04,0.00,1.60,0.00,3.36,0.00,0.00,598.00,453.00,0.00,44.00,0.00,101.00,
2019,11,"MQ","Envoy Air","FNT","Flint, MI: Bishop International",112.00,15.00,4.22,0.03,1.64,0.00,9.11,3.00,0.00,1284.00,412.00,3.00,86.00,0.00,783.00,
2019,11,"MQ","Envoy Air","FSD","Sioux Falls, SD: Joe Foss Field",30.00,12.00,2.72,0.92,7.87,0.00,0.50,0.00,0.00,597.00,256.00,75.00,225.00,0.00,41.00,
2019,11,"MQ","Envoy Air","FSM","Fort Smith, AR: Fort Smith Regional",64.00,3.00,0.58,0.00,0.57,0.00,1.85,0.00,0.00,84.00,15.00,0.00,12.00,0.00,57.00,
2019,11,"MQ","Envoy Air","FWA","Fort Wayne, IN: Fort Wayne International",51.00,9.00,3.52,0.00,4.06,0.00,1.43,2.00,0.00,263.00,91.00,0.00,122.00,0.00,50.00,
2019,11,"MQ","Envoy Air","GCK","Garden City, KS: Garden City Regional",58.00,12.00,4.76,2.38,3.33,0.00,1.53,0.00,1.00,805.00,192.00,286.00,116.00,0.00,211.00,
2019,11,"MQ","Envoy Air","GGG","Longview, TX: East Texas Regional",67.00,5.00,2.00,0.03,2.00,0.00,0.97,0.00,0.00,176.00,62.00,2.00,41.00,0.00,71.00,
2019,11,"MQ","Envoy Air","GJT","Grand Junction, CO: Grand Junction Regional",66.00,11.00,1.38,0.39,6.41,0.00,2.82,0.00,0.00,367.00,42.00,33.00,181.00,0.00,111.00,
2019,11,"MQ","Envoy Air","GNV","Gainesville, FL: Gainesville Regional",112.00,11.00,4.10,1.00,2.48,0.00,3.42,0.00,0.00,442.00,121.00,43.00,55.00,0.00,223.00,
2019,11,"MQ","Envoy Air","GPT","Gulfport/Biloxi, MS: Gulfport-Biloxi International",9.00,3.00,0.00,0.00,2.83,0.00,0.17,0.00,0.00,92.00,0.00,0.00,83.00,0.00,9.00,
2019,11,"MQ","Envoy Air","GRB","Green Bay, WI: Green Bay Austin Straubel International",85.00,11.00,2.47,1.86,3.47,0.00,3.20,2.00,1.00,1023.00,239.00,275.00,235.00,0.00,274.00,
2019,11,"MQ","Envoy Air","GRI","Grand Island, NE: Central Nebraska Regional",66.00,5.00,0.95,1.00,0.41,0.00,2.65,1.00,1.00,811.00,17.00,698.00,16.00,0.00,80.00,
2019,11,"MQ","Envoy Air","GRK","Killeen, TX: Robert Gray AAF",191.00,26.00,6.90,1.00,13.38,0.00,4.72,0.00,0.00,981.00,274.00,122.00,376.00,0.00,209.00,
2019,11,"MQ","Envoy Air","GRR","Grand Rapids, MI: Gerald R. Ford International",173.00,32.00,5.36,1.00,17.27,0.00,8.38,6.00,0.00,1242.00,218.00,29.00,579.00,0.00,416.00,
2019,11,"MQ","Envoy Air","GSO","Greensboro/High Point, NC: Piedmont Triad International",286.00,51.00,10.54,0.44,10.06,0.75,29.20,1.00,0.00,2993.00,503.00,139.00,438.00,27.00,1886.00,
2019,11,"MQ","Envoy Air","GSP","Greer, SC: Greenville-Spartanburg International",134.00,20.00,5.27,1.27,7.68,0.00,5.78,1.00,2.00,819.00,194.00,83.00,248.00,0.00,294.00,
2019,11,"MQ","Envoy Air","HOU","Houston, TX: William P Hobby",9.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,28.00,
2019,11,"MQ","Envoy Air","HRL","Harlingen/San Benito, TX: Valley International",83.00,9.00,4.13,0.00,1.98,0.00,2.89,0.00,1.00,290.00,145.00,0.00,46.00,0.00,99.00,
2019,11,"MQ","Envoy Air","HSV","Huntsville, AL: Huntsville International-Carl T Jones Field",46.00,6.00,2.47,0.41,1.82,0.00,1.30,2.00,0.00,205.00,80.00,12.00,59.00,0.00,54.00,
2019,11,"MQ","Envoy Air","IAH","Houston, TX: George Bush Intercontinental/Houston",44.00,7.00,0.73,0.00,3.46,0.00,2.82,2.00,0.00,395.00,58.00,0.00,130.00,0.00,207.00,
2019,11,"MQ","Envoy Air","ICT","Wichita, KS: Wichita Dwight D Eisenhower National",106.00,23.00,6.40,0.29,9.62,0.00,6.69,3.00,0.00,1193.00,355.00,22.00,328.00,0.00,488.00,
2019,11,"MQ","Envoy Air","ILM","Wilmington, NC: Wilmington International",75.00,6.00,1.23,0.00,0.60,0.00,4.17,0.00,1.00,224.00,55.00,0.00,27.00,0.00,142.00,
2019,11,"MQ","Envoy Air","IND","Indianapolis, IN: Indianapolis International",177.00,28.00,8.52,0.05,7.45,0.00,11.98,3.00,0.00,1090.00,356.00,2.00,304.00,0.00,428.00,
2019,11,"MQ","Envoy Air","JAN","Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",14.00,1.00,0.75,0.00,0.25,0.00,0.00,0.00,0.00,28.00,21.00,0.00,7.00,0.00,0.00,
2019,11,"MQ","Envoy Air","JAX","Jacksonville, FL: Jacksonville International",96.00,8.00,0.00,0.63,4.56,0.00,2.81,0.00,0.00,267.00,0.00,10.00,187.00,0.00,70.00,
2019,11,"MQ","Envoy Air","JFK","New York, NY: John F. Kennedy International",373.00,39.00,13.31,0.94,9.97,0.00,14.78,0.00,0.00,2996.00,1554.00,31.00,318.00,0.00,1093.00,
2019,11,"MQ","Envoy Air","JLN","Joplin, MO: Joplin Regional",110.00,15.00,6.04,0.37,7.16,0.00,1.42,4.00,0.00,419.00,185.00,10.00,194.00,0.00,30.00,
2019,11,"MQ","Envoy Air","LAN","Lansing, MI: Capital Region International",57.00,16.00,4.80,0.20,7.00,0.00,3.99,1.00,0.00,657.00,186.00,15.00,219.00,0.00,237.00,
2019,11,"MQ","Envoy Air","LAW","Lawton/Fort Sill, OK: Lawton-Fort Sill Regional",60.00,8.00,2.02,1.54,2.87,0.00,1.57,1.00,0.00,388.00,121.00,58.00,103.00,0.00,106.00,
2019,11,"MQ","Envoy Air","LBB","Lubbock, TX: Lubbock Preston Smith International",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,11,"MQ","Envoy Air","LCH","Lake Charles, LA: Lake Charles Regional",87.00,9.00,4.82,0.03,2.50,0.00,1.65,1.00,0.00,322.00,173.00,1.00,64.00,0.00,84.00,
2019,11,"MQ","Envoy Air","LEX","Lexington, KY: Blue Grass",146.00,25.00,5.08,0.27,8.69,0.00,10.96,4.00,1.00,1240.00,207.00,13.00,310.00,0.00,710.00,
2019,11,"MQ","Envoy Air","LFT","Lafayette, LA: Lafayette Regional Paul Fournet Field",17.00,2.00,0.00,0.01,1.10,0.00,0.89,0.00,0.00,123.00,0.00,1.00,38.00,0.00,84.00,
2019,11,"MQ","Envoy Air","LGA","New York, NY: LaGuardia",679.00,143.00,23.63,0.73,71.80,0.00,46.83,2.00,1.00,10816.00,2882.00,36.00,3874.00,1.00,4023.00,
2019,11,"MQ","Envoy Air","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",302.00,43.00,17.95,0.29,17.37,0.00,7.38,1.00,0.00,1545.00,738.00,13.00,544.00,0.00,250.00,
2019,11,"MQ","Envoy Air","LRD","Laredo, TX: Laredo International",76.00,12.00,5.37,0.10,2.51,0.00,4.02,0.00,0.00,589.00,260.00,5.00,91.00,0.00,233.00,
2019,11,"MQ","Envoy Air","LSE","La Crosse, WI: La Crosse Regional",27.00,2.00,0.43,0.00,0.17,0.00,1.40,1.00,0.00,198.00,65.00,0.00,26.00,0.00,107.00,
2019,11,"MQ","Envoy Air","MCI","Kansas City, MO: Kansas City International",62.00,5.00,0.00,1.59,2.41,0.00,1.00,1.00,0.00,307.00,0.00,139.00,131.00,0.00,37.00,
2019,11,"MQ","Envoy Air","MDT","Harrisburg, PA: Harrisburg International",115.00,17.00,6.22,0.11,5.46,0.00,5.22,2.00,1.00,843.00,358.00,6.00,151.00,0.00,328.00,
2019,11,"MQ","Envoy Air","MEM","Memphis, TN: Memphis International",205.00,32.00,11.48,1.74,10.01,0.00,8.76,5.00,0.00,1484.00,569.00,100.00,292.00,0.00,523.00,
2019,11,"MQ","Envoy Air","MFE","Mission/McAllen/Edinburg, TX: McAllen Miller International",61.00,11.00,2.14,1.00,5.67,0.00,2.19,0.00,0.00,329.00,85.00,18.00,146.00,0.00,80.00,
2019,11,"MQ","Envoy Air","MGM","Montgomery, AL: Montgomery Regional",48.00,2.00,1.81,0.00,0.19,0.00,0.00,0.00,0.00,54.00,50.00,0.00,4.00,0.00,0.00,
2019,11,"MQ","Envoy Air","MHK","Manhattan/Ft. Riley, KS: Manhattan Regional",132.00,24.00,3.62,0.81,13.26,0.00,6.31,2.00,1.00,1087.00,118.00,33.00,487.00,0.00,449.00,
2019,11,"MQ","Envoy Air","MIA","Miami, FL: Miami International",931.00,106.00,46.72,1.22,20.57,0.10,37.38,0.00,4.00,7853.00,4138.00,37.00,736.00,5.00,2937.00,
2019,11,"MQ","Envoy Air","MLI","Moline, IL: Quad City International",68.00,9.00,0.00,2.12,4.45,0.00,2.43,3.00,0.00,843.00,0.00,403.00,157.00,0.00,283.00,
2019,11,"MQ","Envoy Air","MLU","Monroe, LA: Monroe Regional",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,11,"MQ","Envoy Air","MOB","Mobile, AL: Mobile Regional",70.00,7.00,1.88,0.00,2.32,0.00,2.79,0.00,0.00,237.00,39.00,0.00,80.00,0.00,118.00,
2019,11,"MQ","Envoy Air","MQT","Marquette, MI: Sawyer International",30.00,7.00,1.91,0.25,1.83,0.00,3.02,1.00,0.00,1263.00,39.00,250.00,89.00,0.00,885.00,
2019,11,"MQ","Envoy Air","MRY","Monterey, CA: Monterey Regional",28.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,20.00,0.00,0.00,
2019,11,"MQ","Envoy Air","MSN","Madison, WI: Dane County Regional-Truax Field",186.00,36.00,6.99,4.14,17.57,0.00,7.30,5.00,0.00,1547.00,429.00,223.00,564.00,0.00,331.00,
2019,11,"MQ","Envoy Air","MSO","Missoula, MT: Missoula International",30.00,3.00,0.97,0.00,1.72,0.00,0.31,0.00,0.00,111.00,33.00,0.00,63.00,0.00,15.00,
2019,11,"MQ","Envoy Air","MSP","Minneapolis, MN: Minneapolis-St Paul International",13.00,3.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,78.00,0.00,0.00,78.00,0.00,0.00,
2019,11,"MQ","Envoy Air","MSY","New Orleans, LA: Louis Armstrong New Orleans International",59.00,13.00,2.53,2.05,7.14,0.00,1.28,1.00,0.00,498.00,119.00,107.00,226.00,0.00,46.00,
2019,11,"MQ","Envoy Air","MYR","Myrtle Beach, SC: Myrtle Beach International",29.00,3.00,1.41,0.00,1.41,0.00,0.18,0.00,0.00,100.00,52.00,0.00,43.00,0.00,5.00,
2019,11,"MQ","Envoy Air","OKC","Oklahoma City, OK: Will Rogers World",10.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,17.00,0.00,0.00,
2019,11,"MQ","Envoy Air","OMA","Omaha, NE: Eppley Airfield",108.00,15.00,4.48,1.21,5.09,0.00,4.22,3.00,0.00,1603.00,144.00,644.00,139.00,0.00,676.00,
2019,11,"MQ","Envoy Air","ORD","Chicago, IL: Chicago O'Hare International",5479.00,954.00,184.54,25.05,356.81,1.20,386.40,191.00,7.00,60315.00,16407.00,4568.00,15414.00,26.00,23900.00,
2019,11,"MQ","Envoy Air","ORF","Norfolk, VA: Norfolk International",295.00,43.00,10.53,0.14,15.85,0.00,16.47,1.00,1.00,2209.00,752.00,4.00,356.00,0.00,1097.00,
2019,11,"MQ","Envoy Air","PGV","Greenville, NC: Pitt Greenville",20.00,2.00,0.21,0.00,0.91,0.00,0.87,0.00,0.00,169.00,8.00,0.00,43.00,0.00,118.00,
2019,11,"MQ","Envoy Air","PHL","Philadelphia, PA: Philadelphia International",19.00,1.00,0.00,0.00,0.03,0.00,0.97,0.00,0.00,32.00,0.00,0.00,1.00,0.00,31.00,
2019,11,"MQ","Envoy Air","PIA","Peoria, IL: General Downing - Peoria International",80.00,17.00,4.35,0.33,9.05,0.00,3.27,3.00,0.00,1177.00,678.00,8.00,280.00,0.00,211.00,
2019,11,"MQ","Envoy Air","PIT","Pittsburgh, PA: Pittsburgh International",169.00,15.00,2.88,0.00,4.41,0.00,7.71,1.00,0.00,598.00,123.00,0.00,118.00,0.00,357.00,
2019,11,"MQ","Envoy Air","PNS","Pensacola, FL: Pensacola International",112.00,8.00,2.29,0.13,0.92,0.00,4.66,0.00,0.00,303.00,82.00,5.00,29.00,0.00,187.00,
2019,11,"MQ","Envoy Air","PVD","Providence, RI: Theodore Francis Green State",84.00,12.00,1.00,1.17,7.98,0.00,1.85,2.00,0.00,352.00,19.00,44.00,225.00,0.00,64.00,
2019,11,"MQ","Envoy Air","PWM","Portland, ME: Portland International Jetport",4.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,20.00,
2019,11,"MQ","Envoy Air","RDU","Raleigh/Durham, NC: Raleigh-Durham International",89.00,7.00,1.07,1.10,1.49,0.00,3.33,0.00,0.00,491.00,34.00,33.00,67.00,0.00,357.00,
2019,11,"MQ","Envoy Air","RIC","Richmond, VA: Richmond International",172.00,22.00,8.35,0.59,4.48,0.00,8.57,2.00,1.00,1673.00,577.00,38.00,157.00,0.00,901.00,
2019,11,"MQ","Envoy Air","ROA","Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",29.00,3.00,0.06,0.00,1.27,0.00,1.67,0.00,0.00,125.00,4.00,0.00,28.00,0.00,93.00,
2019,11,"MQ","Envoy Air","ROC","Rochester, NY: Greater Rochester International",109.00,23.00,5.93,0.43,9.83,0.00,6.81,2.00,0.00,1017.00,289.00,25.00,281.00,0.00,422.00,
2019,11,"MQ","Envoy Air","RST","Rochester, MN: Rochester International",102.00,22.00,5.81,1.78,10.37,0.00,4.04,5.00,0.00,956.00,310.00,52.00,398.00,0.00,196.00,
2019,11,"MQ","Envoy Air","SAV","Savannah, GA: Savannah/Hilton Head International",69.00,9.00,2.70,0.00,2.29,0.00,4.01,0.00,0.00,446.00,117.00,0.00,64.00,0.00,265.00,
2019,11,"MQ","Envoy Air","SBA","Santa Barbara, CA: Santa Barbara Municipal",58.00,8.00,2.07,0.00,4.22,0.00,1.72,0.00,0.00,279.00,86.00,0.00,126.00,0.00,67.00,
2019,11,"MQ","Envoy Air","SBP","San Luis Obispo, CA: San Luis County Regional",30.00,4.00,1.10,0.00,2.00,0.00,0.90,0.00,0.00,140.00,48.00,0.00,65.00,0.00,27.00,
2019,11,"MQ","Envoy Air","SCE","State College, PA: University Park",58.00,11.00,2.77,0.75,4.32,0.00,3.16,1.00,0.00,489.00,98.00,123.00,158.00,0.00,110.00,
2019,11,"MQ","Envoy Air","SDF","Louisville, KY: Louisville Muhammad Ali International",92.00,16.00,3.66,0.11,7.27,0.00,4.96,2.00,0.00,639.00,163.00,2.00,232.00,0.00,242.00,
2019,11,"MQ","Envoy Air","SGF","Springfield, MO: Springfield-Branson National",399.00,56.00,15.02,1.60,20.95,0.00,18.43,7.00,1.00,2907.00,797.00,85.00,656.00,0.00,1369.00,
2019,11,"MQ","Envoy Air","SHV","Shreveport, LA: Shreveport Regional",59.00,8.00,2.48,0.00,3.18,0.00,2.35,0.00,0.00,210.00,81.00,0.00,81.00,0.00,48.00,
2019,11,"MQ","Envoy Air","SJT","San Angelo, TX: San Angelo Regional/Mathis Field",171.00,22.00,3.89,0.16,9.80,0.00,8.15,0.00,0.00,735.00,157.00,6.00,319.00,0.00,253.00,
2019,11,"MQ","Envoy Air","SPI","Springfield, IL: Abraham Lincoln Capital",77.00,20.00,4.85,0.11,10.15,0.00,4.89,1.00,0.00,590.00,125.00,4.00,260.00,0.00,201.00,
2019,11,"MQ","Envoy Air","SPS","Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",107.00,8.00,0.00,1.00,2.75,0.00,4.25,4.00,0.00,344.00,0.00,82.00,133.00,0.00,129.00,
2019,11,"MQ","Envoy Air","SRQ","Sarasota/Bradenton, FL: Sarasota/Bradenton International",19.00,2.00,1.63,0.38,0.00,0.00,0.00,0.00,1.00,61.00,52.00,9.00,0.00,0.00,0.00,
2019,11,"MQ","Envoy Air","STL","St. Louis, MO: St Louis Lambert International",38.00,4.00,0.87,0.00,2.50,0.00,0.63,1.00,0.00,182.00,58.00,0.00,100.00,0.00,24.00,
2019,11,"MQ","Envoy Air","STS","Santa Rosa, CA: Charles M. Schulz - Sonoma County",28.00,7.00,0.98,0.65,4.35,0.00,1.02,0.00,0.00,235.00,55.00,36.00,103.00,0.00,41.00,
2019,11,"MQ","Envoy Air","SUX","Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field",121.00,22.00,6.67,1.07,8.31,0.00,5.94,5.00,0.00,862.00,198.00,61.00,266.00,0.00,337.00,
2019,11,"MQ","Envoy Air","SWO","Stillwater, OK: Stillwater Regional",69.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,18.00,0.00,0.00,18.00,0.00,0.00,
2019,11,"MQ","Envoy Air","SYR","Syracuse, NY: Syracuse Hancock International",54.00,7.00,1.17,0.16,2.23,0.00,3.44,2.00,0.00,357.00,30.00,21.00,90.00,0.00,216.00,
2019,11,"MQ","Envoy Air","TLH","Tallahassee, FL: Tallahassee International",106.00,9.00,2.89,0.00,3.67,0.00,2.44,0.00,0.00,257.00,74.00,0.00,78.00,0.00,105.00,
2019,11,"MQ","Envoy Air","TOL","Toledo, OH: Toledo Express",82.00,13.00,3.62,0.76,4.96,0.00,3.67,3.00,0.00,475.00,152.00,31.00,156.00,0.00,136.00,
2019,11,"MQ","Envoy Air","TRI","Bristol/Johnson City/Kingsport, TN: Tri Cities",59.00,8.00,4.00,1.00,3.00,0.00,0.00,0.00,0.00,231.00,110.00,25.00,96.00,0.00,0.00,
2019,11,"MQ","Envoy Air","TUL","Tulsa, OK: Tulsa International",121.00,15.00,4.34,0.00,6.54,0.00,4.12,3.00,1.00,646.00,207.00,0.00,277.00,0.00,162.00,
2019,11,"MQ","Envoy Air","TVC","Traverse City, MI: Cherry Capital",84.00,9.00,1.20,1.76,4.78,0.00,1.25,7.00,0.00,317.00,77.00,48.00,120.00,0.00,72.00,
2019,11,"MQ","Envoy Air","TXK","Texarkana, AR: Texarkana Regional-Webb Field",108.00,10.00,3.49,0.00,2.13,0.00,4.38,0.00,0.00,313.00,95.00,0.00,40.00,0.00,178.00,
2019,11,"MQ","Envoy Air","TYR","Tyler, TX: Tyler Pounds Regional",130.00,15.00,3.50,1.00,4.82,0.00,5.68,1.00,2.00,587.00,104.00,37.00,154.00,0.00,292.00,
2019,11,"MQ","Envoy Air","TYS","Knoxville, TN: McGhee Tyson",132.00,17.00,6.29,1.98,3.76,0.00,4.97,2.00,1.00,710.00,258.00,62.00,92.00,0.00,298.00,
2019,11,"MQ","Envoy Air","XNA","Fayetteville, AR: Northwest Arkansas Regional",362.00,50.00,12.33,2.48,16.98,0.00,18.21,5.00,0.00,2217.00,543.00,219.00,606.00,0.00,849.00,
2019,11,"NK","Spirit Air Lines","ACY","Atlantic City, NJ: Atlantic City International",265.00,31.00,7.72,0.00,13.25,1.00,9.03,0.00,0.00,2265.00,469.00,0.00,1129.00,26.00,641.00,
2019,11,"NK","Spirit Air Lines","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",779.00,111.00,33.68,0.25,55.35,0.22,21.51,0.00,0.00,6523.00,2533.00,16.00,2194.00,27.00,1753.00,
2019,11,"NK","Spirit Air Lines","AUS","Austin, TX: Austin - Bergstrom International",276.00,31.00,12.39,0.00,13.31,0.00,5.30,4.00,0.00,2171.00,1127.00,0.00,705.00,0.00,339.00,
2019,11,"NK","Spirit Air Lines","AVL","Asheville, NC: Asheville Regional",39.00,2.00,0.43,0.00,1.57,0.00,0.00,0.00,1.00,73.00,25.00,0.00,48.00,0.00,0.00,
2019,11,"NK","Spirit Air Lines","BDL","Hartford, CT: Bradley International",159.00,17.00,10.07,0.00,2.76,0.00,4.17,0.00,0.00,1044.00,688.00,0.00,127.00,0.00,229.00,
2019,11,"NK","Spirit Air Lines","BNA","Nashville, TN: Nashville International",174.00,9.00,5.57,0.00,2.33,0.00,1.10,1.00,0.00,505.00,178.00,0.00,245.00,0.00,82.00,
2019,11,"NK","Spirit Air Lines","BOS","Boston, MA: Logan International",398.00,64.00,8.07,0.00,45.72,0.00,10.21,2.00,0.00,3787.00,299.00,0.00,2030.00,0.00,1458.00,
2019,11,"NK","Spirit Air Lines","BQN","Aguadilla, PR: Rafael Hernandez",54.00,5.00,2.16,0.00,1.05,0.00,1.79,0.00,0.00,267.00,198.00,0.00,27.00,0.00,42.00,
2019,11,"NK","Spirit Air Lines","BUR","Burbank, CA: Bob Hope",60.00,6.00,1.20,0.00,2.22,0.00,2.59,0.00,0.00,950.00,145.00,0.00,472.00,0.00,333.00,
2019,11,"NK","Spirit Air Lines","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",842.00,124.00,42.13,1.80,45.73,0.96,33.37,3.00,1.00,9914.00,3890.00,80.00,2660.00,51.00,3233.00,
2019,11,"NK","Spirit Air Lines","CAK","Akron, OH: Akron-Canton Regional",43.00,7.00,3.94,0.00,0.70,0.00,2.35,0.00,0.00,204.00,129.00,0.00,21.00,0.00,54.00,
2019,11,"NK","Spirit Air Lines","CLE","Cleveland, OH: Cleveland-Hopkins International",238.00,24.00,8.94,0.00,5.01,0.00,10.05,1.00,0.00,1389.00,647.00,0.00,180.00,0.00,562.00,
2019,11,"NK","Spirit Air Lines","CLT","Charlotte, NC: Charlotte Douglas International",120.00,29.00,5.28,0.00,15.09,0.00,8.64,0.00,1.00,1700.00,577.00,0.00,549.00,0.00,574.00,
2019,11,"NK","Spirit Air Lines","CMH","Columbus, OH: John Glenn Columbus International",137.00,10.00,1.40,0.00,5.26,0.00,3.34,0.00,0.00,391.00,40.00,0.00,127.00,0.00,224.00,
2019,11,"NK","Spirit Air Lines","DEN","Denver, CO: Denver International",355.00,50.00,13.16,0.00,28.37,1.00,7.47,7.00,0.00,2206.00,798.00,0.00,1009.00,18.00,381.00,
2019,11,"NK","Spirit Air Lines","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",638.00,79.00,27.06,1.24,40.53,0.00,10.17,4.00,2.00,3644.00,1565.00,83.00,1425.00,0.00,571.00,
2019,11,"NK","Spirit Air Lines","DTW","Detroit, MI: Detroit Metro Wayne County",891.00,125.00,32.52,1.78,58.03,0.00,32.68,5.00,1.00,9773.00,2094.00,63.00,4475.00,0.00,3141.00,
2019,11,"NK","Spirit Air Lines","EWR","Newark, NJ: Newark Liberty International",367.00,61.00,11.07,0.00,46.12,0.00,3.81,0.00,0.00,2981.00,542.00,0.00,2072.00,0.00,367.00,
2019,11,"NK","Spirit Air Lines","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1823.00,252.00,63.11,5.52,114.33,0.49,68.55,9.00,0.00,14853.00,4518.00,541.00,4249.00,20.00,5525.00,
2019,11,"NK","Spirit Air Lines","GSO","Greensboro/High Point, NC: Piedmont Triad International",29.00,3.00,0.33,0.00,1.15,0.00,1.52,0.00,0.00,142.00,24.00,0.00,39.00,0.00,79.00,
2019,11,"NK","Spirit Air Lines","IAG","Niagara Falls, NY: Niagara Falls International",28.00,7.00,1.67,0.00,2.70,0.00,2.63,1.00,0.00,366.00,63.00,0.00,93.00,0.00,210.00,
2019,11,"NK","Spirit Air Lines","IAH","Houston, TX: George Bush Intercontinental/Houston",550.00,58.00,10.28,0.02,29.49,0.00,18.21,1.00,0.00,3865.00,591.00,2.00,1342.00,0.00,1930.00,
2019,11,"NK","Spirit Air Lines","IND","Indianapolis, IN: Indianapolis International",94.00,6.00,2.16,0.33,0.54,0.00,2.96,0.00,0.00,220.00,79.00,14.00,11.00,0.00,116.00,
2019,11,"NK","Spirit Air Lines","JAX","Jacksonville, FL: Jacksonville International",93.00,13.00,2.30,0.00,4.88,0.00,5.82,0.00,1.00,1850.00,109.00,0.00,1267.00,0.00,474.00,
2019,11,"NK","Spirit Air Lines","LAS","Las Vegas, NV: McCarran International",1572.00,209.00,46.95,6.14,108.11,0.00,47.80,9.00,1.00,11989.00,2608.00,347.00,4400.00,0.00,4634.00,
2019,11,"NK","Spirit Air Lines","LAX","Los Angeles, CA: Los Angeles International",664.00,80.00,21.59,0.33,45.38,0.38,12.32,4.00,0.00,3216.00,869.00,7.00,1754.00,13.00,573.00,
2019,11,"NK","Spirit Air Lines","LBE","Latrobe, PA: Arnold Palmer Regional",84.00,14.00,7.86,0.00,3.29,0.00,2.85,0.00,0.00,680.00,340.00,0.00,113.00,0.00,227.00,
2019,11,"NK","Spirit Air Lines","LGA","New York, NY: LaGuardia",330.00,56.00,7.32,1.02,42.37,0.13,5.16,2.00,0.00,3522.00,361.00,73.00,2466.00,15.00,607.00,
2019,11,"NK","Spirit Air Lines","MCI","Kansas City, MO: Kansas City International",116.00,6.00,2.00,0.17,2.83,0.00,1.00,0.00,0.00,407.00,196.00,19.00,133.00,0.00,59.00,
2019,11,"NK","Spirit Air Lines","MCO","Orlando, FL: Orlando International",1467.00,167.00,50.14,3.22,72.37,1.43,39.85,5.00,3.00,9377.00,3418.00,264.00,3053.00,26.00,2616.00,
2019,11,"NK","Spirit Air Lines","MSP","Minneapolis, MN: Minneapolis-St Paul International",322.00,46.00,10.09,0.09,20.56,0.00,15.26,1.00,1.00,2736.00,571.00,8.00,882.00,0.00,1275.00,
2019,11,"NK","Spirit Air Lines","MSY","New Orleans, LA: Louis Armstrong New Orleans International",552.00,59.00,21.26,0.08,21.90,0.00,15.76,1.00,0.00,3295.00,1476.00,2.00,826.00,0.00,991.00,
2019,11,"NK","Spirit Air Lines","MYR","Myrtle Beach, SC: Myrtle Beach International",289.00,34.00,9.70,0.00,16.30,0.00,8.00,2.00,0.00,2016.00,676.00,0.00,966.00,0.00,374.00,
2019,11,"NK","Spirit Air Lines","OAK","Oakland, CA: Metropolitan Oakland International",178.00,15.00,0.06,0.00,8.13,0.00,6.82,0.00,0.00,853.00,8.00,0.00,415.00,0.00,430.00,
